time;weather_wmo code;temperature_max;temperature_min;temperature_mean;precipitation_sum (mm);rain_sum (mm);wind_speed_10m_max (km/h);wind_gusts_10m_max (km/h)
2017-07-08T00:00;63;14,7;11,2;13,6;7,3;7,3;22;42,1
2017-07-09T00:00;63;12;9,7;10,9;20,4;20,4;10,5;42,8
2017-07-10T00:00;61;13;8,7;10,8;2,5;2,5;20,2;36,4
2017-07-11T00:00;2;12,3;4;8,8;0;0;20,6;38,2
2017-07-12T00:00;63;17,8;11,8;14,8;6,6;6,6;27,7;45,4
2017-07-13T00:00;51;21,9;15,8;18,4;0,1;0,1;28,2;47,5
2017-07-14T00:00;63;15,3;12,4;13,4;10,6;10,6;33,3;57,2
2017-07-15T00:00;63;16,6;7,8;12,9;12,3;12,3;36,9;62,6
2017-07-16T00:00;71;8,4;4,3;6,2;0,6;0,4;36,7;65,5
2017-07-17T00:00;0;8,1;0,9;4,3;0;0;24,6;44,6
2017-07-18T00:00;1;12,3;1,9;6,6;0;0;21,3;37,4
2017-07-19T00:00;1;13,4;5,1;8,9;0;0;28,7;50
2017-07-20T00:00;2;15,1;6,3;10,5;0;0;26;42,8
2017-07-21T00:00;2;14;7,1;10,3;0;0;17,6;28,4
2017-07-22T00:00;1;15,5;10,1;12,4;0;0;23,7;42,5
2017-07-23T00:00;61;16,4;12,2;13,7;5,5;5,5;22;45,4
2017-07-24T00:00;63;14,4;10,8;12,2;15,5;15,5;24,2;42,5
2017-07-25T00:00;51;13,7;10,3;12;0,3;0,3;31,5;54,7
2017-07-26T00:00;55;19,3;12,8;14,9;2,5;2,5;24,3;42,8
2017-07-27T00:00;53;21,1;13,6;17;1,1;1,1;22,6;36,4
2017-07-28T00:00;1;21,5;16,6;18,6;0;0;27,4;46,4
2017-07-29T00:00;3;21;14,1;17,7;0;0;25,1;41
2017-07-30T00:00;63;13,8;9,5;11,3;11,8;11,8;27,3;46,4
2017-07-31T00:00;53;13,2;9,9;11,5;3,2;3,2;21,7;37,4
2017-08-01T00:00;51;14,7;10,8;12,9;0,3;0,3;22,5;40
2017-08-02T00:00;2;14,9;8;11,1;0;0;17,4;32
2017-08-03T00:00;3;15,8;6,4;10,9;0;0;13,3;26,3
2017-08-04T00:00;1;15,1;6,6;11,5;0;0;14,8;25,6
2017-08-05T00:00;1;16,4;10,9;13,4;0;0;23,5;42,5
2017-08-06T00:00;1;18,5;12,8;15,3;0;0;21,3;37,4
2017-08-07T00:00;61;17,4;14,1;15,3;5,3;5,3;21,8;37,1
2017-08-08T00:00;53;15,5;11,1;13,2;1,4;1,4;36,7;64,8
2017-08-09T00:00;51;14,9;10,7;13;0,1;0,1;27,3;48,6
2017-08-10T00:00;61;16,1;12,1;14,1;1,4;1,4;39,5;65,9
2017-08-11T00:00;63;17,3;14,7;15,8;15,5;15,5;39,9;68,4
2017-08-12T00:00;63;16,2;10,7;14,5;5,2;5,2;27,7;48,2
2017-08-13T00:00;2;15,3;6,7;11,1;0;0;15,9;27,7
2017-08-14T00:00;51;17,7;9,4;13,1;0,3;0,3;22;37,1
2017-08-15T00:00;63;18,3;10,7;13,7;5,1;5,1;21,5;38,9
2017-08-16T00:00;0;15,7;6,4;11,2;0;0;19;30,6
2017-08-17T00:00;1;19,5;9;13,7;0;0;25,1;45
2017-08-18T00:00;1;19,3;12,2;15,6;0;0;25,6;45,7
2017-08-19T00:00;61;16,9;10,8;13,9;9;9;26,3;54
2017-08-20T00:00;0;14,5;6;9,8;0;0;19,3;34,6
2017-08-21T00:00;1;15,4;6,2;11,6;0;0;24,8;43,6
2017-08-22T00:00;1;16,6;10,2;13,4;0;0;33,3;58
2017-08-23T00:00;51;19,5;13,8;16,3;0,2;0,2;33,2;55,1
2017-08-24T00:00;61;21,9;16,3;18,3;6;6;25,3;45
2017-08-25T00:00;63;20,2;15,4;17,5;9,2;9,2;20;41
2017-08-26T00:00;51;18;12,9;15,3;0,3;0,3;24,3;42,8
2017-08-27T00:00;3;16,6;13,9;14,9;0;0;23,1;40,7
2017-08-28T00:00;55;21,3;14,7;17,7;2,5;2,5;22,9;38,9
2017-08-29T00:00;61;21,9;11;16,9;8,2;8,2;42,1;70,6
2017-08-30T00:00;0;15,4;7,6;11;0;0;30,1;61,2
2017-08-31T00:00;1;15,9;9,8;12,9;0;0;20,8;38,2
2017-09-01T00:00;51;19,5;13,8;16,5;0,3;0,3;22,7;38,2
2017-09-02T00:00;51;22,8;16,6;19,4;0,2;0,2;24,8;42,1
2017-09-03T00:00;63;23;12,8;16,6;19,1;19,1;31,2;79,9
2017-09-04T00:00;61;16,5;10,8;13,2;2,2;2,2;32,5;61,6
2017-09-05T00:00;1;15;6,6;11,2;0;0;18,2;30,2
2017-09-06T00:00;2;16;11,4;13,5;0;0;25;42,8
2017-09-07T00:00;51;17,8;9,9;13,9;0,4;0,4;14,7;27,4
2017-09-08T00:00;61;16,4;12,1;14,1;4,9;4,9;26,6;46,8
2017-09-09T00:00;61;19,9;14,8;17,4;5,4;5,4;26,9;47,9
2017-09-10T00:00;65;18,2;14,8;17,1;54,8;54,8;34,6;57,6
2017-09-11T00:00;55;17;10,2;12,7;2;2;49,1;85
2017-09-12T00:00;0;17,2;6,9;12,6;0;0;11,4;21,2
2017-09-13T00:00;51;16;12,6;14,1;0,2;0,2;16,9;29,9
2017-09-14T00:00;3;21,1;11;15,4;0;0;17,6;32
2017-09-15T00:00;3;15,3;10,4;12,5;0;0;21,7;40
2017-09-16T00:00;3;15,9;10,5;13,4;0;0;13,1;28,4
2017-09-17T00:00;3;17,7;10,6;14,6;0;0;18,1;30,6
2017-09-18T00:00;0;19,2;13,8;16,2;0;0;16,9;31,3
2017-09-19T00:00;0;19,8;14;17,1;0;0;25;41
2017-09-20T00:00;51;25,5;15,7;19,7;0,3;0,3;33,9;59
2017-09-21T00:00;63;15;10,2;11,6;27,3;27,3;28,8;49,3
2017-09-22T00:00;51;16,6;7,9;11,9;0,5;0,5;15,6;29,2
2017-09-23T00:00;0;19,8;7,4;14,1;0;0;15,4;25,6
2017-09-24T00:00;1;20;14;16,5;0;0;20,7;38,5
2017-09-25T00:00;51;21,5;14,9;17,9;0,2;0,2;20;33,5
2017-09-26T00:00;53;16,4;10,3;13,5;2,2;2,2;34,4;61,6
2017-09-27T00:00;51;15,4;9,1;12,3;0,5;0,5;32,3;55,1
2017-09-28T00:00;51;17,1;10,3;14;0,4;0,4;27,1;47,5
2017-09-29T00:00;51;17,7;13,6;15,3;0,1;0,1;28,5;47,9
2017-09-30T00:00;53;20;15;17;0,8;0,8;17,4;31
2017-10-01T00:00;63;17,1;11,8;14,4;26,2;26,2;32,9;54,7
2017-10-02T00:00;55;17,4;10,6;13,6;5;5;26,1;51,5
2017-10-03T00:00;3;20,2;12,2;15,7;0;0;27,4;49
2017-10-04T00:00;1;24,7;14,7;20,3;0;0;43;71,3
2017-10-05T00:00;2;23,2;15,2;19,4;0;0;40,7;69,8
2017-10-06T00:00;0;21,3;10,4;15,6;0;0;23,6;42,8
2017-10-07T00:00;1;17,1;13,4;15,4;0;0;26,6;47,2
2017-10-08T00:00;61;18,9;13,4;16,3;2,9;2,9;28,9;48,6
2017-10-09T00:00;63;20,8;13,7;16,6;5,1;5,1;22,7;41,8
2017-10-10T00:00;2;18,4;11,7;15,2;0;0;21,1;36
2017-10-11T00:00;51;19,1;13,2;15,7;0,1;0,1;29,5;53,6
2017-10-12T00:00;61;14,3;11,5;12,8;7,9;7,9;30,6;53,6
2017-10-13T00:00;51;16,1;10,3;12,6;0,3;0,3;24,5;42,1
2017-10-14T00:00;0;20,8;8,5;14,6;0;0;22,5;41
2017-10-15T00:00;0;21;10,1;16,8;0;0;15,6;31
2017-10-16T00:00;2;23,7;16,1;19,6;0;0;21,8;41
2017-10-17T00:00;3;22,8;18,2;20,4;0;0;16,6;30,2
2017-10-18T00:00;65;22,4;17,5;19,5;10,3;10,3;27,4;50,8
2017-10-19T00:00;3;19,9;12,1;16,2;0;0;34,8;59,8
2017-10-20T00:00;3;22,7;13,2;17,9;0;0;24,6;46,1
2017-10-21T00:00;53;19;10,7;16,2;1;1;31,7;54,7
2017-10-22T00:00;2;16,7;7,6;12,2;0;0;18,5;36,4
2017-10-23T00:00;2;19,8;12,7;15,8;0;0;20,2;40,3
2017-10-24T00:00;2;22,9;15,1;18,7;0;0;17,3;33,8
2017-10-25T00:00;1;23,1;16,4;19,6;0;0;17,7;36
2017-10-26T00:00;1;23,6;17,2;19,8;0;0;28,6;50
2017-10-27T00:00;63;19,4;14,6;16,8;15,2;15,2;32,6;60,1
2017-10-28T00:00;51;19,5;12,3;16,4;0,3;0,3;21,1;37,8
2017-10-29T00:00;63;23,6;15,4;19,7;15,7;15,7;31,9;60,1
2017-10-30T00:00;55;22,3;11,8;17,2;1,1;1,1;22,7;55,8
2017-10-31T00:00;1;23,9;12,5;18,7;0;0;14,4;30,2
2017-11-01T00:00;55;21,5;17,5;19,5;3;3;27,9;47,2
2017-11-02T00:00;63;19,8;16,2;18,4;9,5;9,5;34,1;61,9
2017-11-03T00:00;2;23,4;14,8;18,7;0;0;23,2;43,6
2017-11-04T00:00;2;22,3;12,4;17,7;0;0;20,1;38,5
2017-11-05T00:00;51;22,6;16,7;19,5;0,4;0,4;14,6;28,4
2017-11-06T00:00;51;23;17,5;20,3;0,4;0,4;18,1;33,1
2017-11-07T00:00;51;20,9;18,5;19,7;0,5;0,5;26,9;45
2017-11-08T00:00;63;23,2;18,2;20,2;5;5;26,1;44,3
2017-11-09T00:00;1;25,6;14,7;20,5;0;0;25,1;44,3
2017-11-10T00:00;61;25,5;16,7;20,9;2,5;2,5;24,7;57,2
2017-11-11T00:00;0;23,4;13,3;18,4;0;0;25,2;47,9
2017-11-12T00:00;1;25,1;12,2;19,6;0;0;15,1;27,7
2017-11-13T00:00;0;27,4;17,7;22,1;0;0;31,4;55,1
2017-11-14T00:00;0;30,7;19,2;24,2;0;0;26,6;44,6
2017-11-15T00:00;63;31,1;17,3;23,6;9;9;45,5;90,7
2017-11-16T00:00;51;22,5;11,4;17,1;0,2;0,2;29,9;58,3
2017-11-17T00:00;55;25,8;15,5;20,1;1,1;1,1;29,3;51,5
2017-11-18T00:00;51;18,5;9,9;14,5;0,1;0,1;29,4;55,1
2017-11-19T00:00;1;25;13,3;18,8;0;0;33;58
2017-11-20T00:00;55;18,5;13,6;15,7;1,8;1,8;29,3;51,1
2017-11-21T00:00;3;20,2;12,1;16,3;0;0;29,1;50
2017-11-22T00:00;53;24,8;14,7;19,4;0,9;0,9;30,6;54,7
2017-11-23T00:00;61;29,3;14,2;22,2;1,3;1,3;40,8;87,8
2017-11-24T00:00;1;20,7;9,9;15,4;0;0;26,3;48,6
2017-11-25T00:00;0;21,5;14,7;18;0;0;15,4;29,9
2017-11-26T00:00;0;26,2;16,4;21,8;0;0;19,5;38,9
2017-11-27T00:00;1;24,2;13,6;19,6;0;0;34,3;61,2
2017-11-28T00:00;3;20,4;12,6;16,7;0;0;27,7;49
2017-11-29T00:00;2;25,3;17,7;20,9;0;0;25,3;47,5
2017-11-30T00:00;2;25,8;18,8;22;0;0;22,7;41
2017-12-01T00:00;1;25,8;18,8;21,8;0;0;27,5;47,9
2017-12-02T00:00;2;25,5;20;22;0;0;24,9;44,6
2017-12-03T00:00;61;23,2;18,8;20,5;7,6;7,6;31,1;54,4
2017-12-04T00:00;51;21,5;16,4;18,9;1,8;1,8;29,8;52,9
2017-12-05T00:00;2;23,4;18,2;20,4;0;0;22,7;42,1
2017-12-06T00:00;1;26,5;20,1;23;0;0;19,3;36,4
2017-12-07T00:00;51;28,2;20,2;23,1;0,2;0,2;26,3;47,5
2017-12-08T00:00;53;32,6;20,4;25,8;0,9;0,9;22,7;40,3
2017-12-09T00:00;1;34,4;22,3;28;0;0;26,4;46,8
2017-12-10T00:00;1;31,5;17,2;24;0;0;39,5;70,9
2017-12-11T00:00;1;21,9;13,3;18,2;0;0;30,4;51,8
2017-12-12T00:00;1;28,7;18,6;23,3;0;0;25,6;46,1
2017-12-13T00:00;61;31,5;21,5;25,7;2,2;2,2;17,5;36,7
2017-12-14T00:00;1;31,8;18,2;25,3;0;0;26,7;52,2
2017-12-15T00:00;0;33;21,5;28;0;0;25,5;47,9
2017-12-16T00:00;63;32,1;24,6;28,5;10,7;10,7;37;65,9
2017-12-17T00:00;63;25,2;17,4;20,5;7;7;45,4;79,2
2017-12-18T00:00;2;21;15,9;18,6;0;0;25,6;46,4
2017-12-19T00:00;63;20,9;17,7;19,3;16,7;16,7;25;42,5
2017-12-20T00:00;3;25,5;18,9;21,9;0;0;24,5;43,9
2017-12-21T00:00;1;28,5;22,1;24,9;0;0;16,5;29,9
2017-12-22T00:00;63;29,6;22,1;26,3;7,7;7,7;23,8;45
2017-12-23T00:00;61;24,4;17,4;21,4;4,8;4,8;29,2;49,7
2017-12-24T00:00;0;22,3;13,6;18,8;0;0;22,2;43,2
2017-12-25T00:00;0;29,7;18,9;24,3;0;0;19,8;37,8
2017-12-26T00:00;51;32;22,8;27,1;0,1;0,1;21,5;40,7
2017-12-27T00:00;51;27,9;21,7;24,7;0,2;0,2;21;39,6
2017-12-28T00:00;1;31,3;22,4;26,6;0;0;21,5;35,3
2017-12-29T00:00;0;33,6;23,2;28,9;0;0;17,9;37,1
2017-12-30T00:00;2;35,4;25,4;30;0;0;32,2;55,8
2017-12-31T00:00;61;26,2;18,6;21,9;2,5;2,5;36,7;63
2018-01-01T00:00;1;25,8;17,6;22,1;0;0;20,6;38,2
2018-01-02T00:00;51;31,5;20,2;25,2;0,6;0,6;26,4;51,8
2018-01-03T00:00;1;32,6;18,6;25,7;0;0;30,7;55,4
2018-01-04T00:00;53;36,1;22,6;28,8;0,6;0,6;33,1;69,8
2018-01-05T00:00;61;27,8;19,6;22,8;4,4;4,4;26,7;57,6
2018-01-06T00:00;1;25,7;16,4;21,8;0;0;25,7;43,6
2018-01-07T00:00;0;31;20,5;25,5;0;0;25,4;46,1
2018-01-08T00:00;0;31,9;21,9;27,1;0;0;20,6;41
2018-01-09T00:00;0;31;23,7;26,6;0;0;34;59,8
2018-01-10T00:00;1;31;24,2;27,3;0;0;26,2;46,1
2018-01-11T00:00;51;34;26,5;29,6;0,3;0,3;18,4;36
2018-01-12T00:00;51;31,3;25,6;28,3;0,1;0,1;19,5;41,8
2018-01-13T00:00;61;29,3;19,8;25,1;8,8;8,8;29,5;51,1
2018-01-14T00:00;61;20,9;17,1;18,8;14,6;14,6;36,3;66,2
2018-01-15T00:00;3;25,7;16,3;20,9;0;0;23,9;40
2018-01-16T00:00;51;26,1;20,9;23,4;0,9;0,9;18,8;31,3
2018-01-17T00:00;61;25,7;21,2;23,4;3,8;3,8;16,3;31
2018-01-18T00:00;51;29,9;17,7;24,6;0,4;0,4;15,3;31,3
2018-01-19T00:00;0;30,2;19;24,6;0;0;23,1;42,1
2018-01-20T00:00;1;27,9;21,1;24,9;0;0;22,5;42,1
2018-01-21T00:00;0;30,4;23,6;26,3;0;0;18,2;36,7
2018-01-22T00:00;1;28,7;21,6;25,2;0;0;18,9;38,2
2018-01-23T00:00;61;30,7;23,7;26,4;3,7;3,7;18,9;38,5
2018-01-24T00:00;2;25,5;19;22,4;0;0;31,4;56,2
2018-01-25T00:00;3;24;15,6;20,1;0;0;28,6;51,1
2018-01-26T00:00;3;28,2;21,1;24,4;0;0;28,4;51,1
2018-01-27T00:00;51;28,4;23,1;25,5;0,5;0,5;27,6;47,2
2018-01-28T00:00;0;31,8;21,1;25,3;0;0;30,3;55,4
2018-01-29T00:00;0;27,9;21,2;24,3;0;0;29,4;51,5
2018-01-30T00:00;0;30,3;21,5;25,2;0;0;26,9;47,9
2018-01-31T00:00;1;29,8;24,2;26,5;0;0;19,7;36,7
2018-02-01T00:00;0;31,8;22,5;26,8;0;0;13;29,9
2018-02-02T00:00;51;32,2;22,9;26,1;0,2;0,2;31,7;58
2018-02-03T00:00;1;26,9;21,4;23,9;0;0;24,8;43,9
2018-02-04T00:00;1;29,1;23,3;25,6;0;0;22,5;40
2018-02-05T00:00;1;29,9;24,1;26,7;0;0;18,2;36,4
2018-02-06T00:00;1;31,6;24,2;27,2;0;0;19,8;36
2018-02-07T00:00;1;32,5;24,9;27,8;0;0;15,5;33,5
2018-02-08T00:00;61;33,8;25,5;29,3;1,9;1,9;21,6;38,5
2018-02-09T00:00;63;28,8;21,9;25,5;8,7;8,7;31;52,2
2018-02-10T00:00;51;26,8;19,5;23,6;0,4;0,4;21,4;40,3
2018-02-11T00:00;61;22,5;14,8;18,9;4,2;4,2;36,7;62,3
2018-02-12T00:00;1;21,6;13,1;17,6;0;0;16,8;34,6
2018-02-13T00:00;1;24,5;16,9;21;0;0;16,1;33,5
2018-02-14T00:00;0;27,4;20,6;23,8;0;0;21,7;41
2018-02-15T00:00;1;28;21,9;24,8;0;0;25,9;43,6
2018-02-16T00:00;1;29,3;23,2;25,7;0;0;24,8;44,3
2018-02-17T00:00;0;29,4;23,2;26,2;0;0;20,1;37,1
2018-02-18T00:00;1;32,2;25,1;28,2;0;0;20,5;41
2018-02-19T00:00;53;29,1;21,8;26,1;1,6;1,6;23,2;38,5
2018-02-20T00:00;3;29,2;21,1;24,9;0;0;24,4;44,3
2018-02-21T00:00;2;25,8;18,6;21,6;0;0;25;47,9
2018-02-22T00:00;1;27,3;16,1;21,6;0;0;14,1;29,9
2018-02-23T00:00;1;26,7;18,8;23;0;0;26,2;46,1
2018-02-24T00:00;3;25,5;17,9;21,9;0;0;25,1;45,4
2018-02-25T00:00;3;25,2;20,7;22,8;0;0;25,3;48,6
2018-02-26T00:00;51;24,8;20,5;22,6;0,6;0,6;21,4;37,8
2018-02-27T00:00;2;27,6;21,4;24,1;0;0;25;43,6
2018-02-28T00:00;51;26,1;22,3;23,8;0,2;0,2;21,8;41,8
2018-03-01T00:00;63;29,6;21,8;24,9;2,9;2,9;20,3;34,6
2018-03-02T00:00;1;29,6;22;25,7;0;0;20,5;37,8
2018-03-03T00:00;1;29,6;23,6;26,3;0;0;19;36
2018-03-04T00:00;1;29,6;22,1;26;0;0;18,9;35,6
2018-03-05T00:00;53;28,8;20,2;25;1,6;1,6;32,2;60,5
2018-03-06T00:00;0;24,8;14,2;19,8;0;0;23,1;40,7
2018-03-07T00:00;0;25,1;15,5;21,1;0;0;19,4;33,5
2018-03-08T00:00;1;27,1;18,6;23,3;0;0;15,8;31,7
2018-03-09T00:00;2;29,7;21,7;25,1;0;0;18,5;38,5
2018-03-10T00:00;53;31,5;22,8;26,4;1,1;1,1;25,8;52,6
2018-03-11T00:00;51;23,4;16;19,7;0,4;0,4;28,9;49,7
2018-03-12T00:00;1;23;14,6;19,4;0;0;16,8;31
2018-03-13T00:00;1;27,6;18,6;22,7;0;0;17,8;36
2018-03-14T00:00;63;27;19,5;22,6;10,2;10,2;15,1;35,6
2018-03-15T00:00;61;21,9;14,1;18,6;2,8;2,8;39,4;75,2
2018-03-16T00:00;0;22,6;16,6;19,6;0;0;18,3;35,3
2018-03-17T00:00;55;25;20,1;22,4;2,2;2,2;23,8;46,4
2018-03-18T00:00;63;24,2;16,6;20,5;19,1;19,1;42,8;74,5
2018-03-19T00:00;0;23,5;12,6;18,1;0;0;24,7;42,5
2018-03-20T00:00;0;23;14,7;18,3;0;0;25,4;45,7
2018-03-21T00:00;3;18,9;11,9;15,6;0;0;19,6;37,1
2018-03-22T00:00;51;22;16,1;18,8;0,4;0,4;23,1;40
2018-03-23T00:00;3;26,2;20;22,2;0;0;19,5;38,5
2018-03-24T00:00;51;23,9;15,4;19,9;0,2;0,2;25,6;43,2
2018-03-25T00:00;63;17,7;12,1;14,5;13,3;13,3;38,1;65,2
2018-03-26T00:00;1;18,5;11,1;15,5;0;0;20,2;33,8
2018-03-27T00:00;3;20,9;15,8;18,5;0;0;19;34,2
2018-03-28T00:00;3;23;18,1;20,6;0;0;20,9;38,2
2018-03-29T00:00;1;25,6;18,4;22,1;0;0;16;31
2018-03-30T00:00;1;26,4;19;22,8;0;0;12,3;25,2
2018-03-31T00:00;3;26,1;19,4;22,4;0;0;27,5;47,2
2018-04-01T00:00;51;24,2;19,6;21,4;0,5;0,5;30,5;54,7
2018-04-02T00:00;53;22;17,5;19,8;1,7;1,7;19,2;39,6
2018-04-03T00:00;1;22,4;15,8;19,4;0;0;12,4;24,1
2018-04-04T00:00;0;23,7;16,6;20,8;0;0;15,3;28,4
2018-04-05T00:00;51;26,9;19,6;23;0,3;0,3;13,7;27,4
2018-04-06T00:00;63;22,1;17,2;18,7;17;17;26,6;48,2
2018-04-07T00:00;61;21,6;16,6;18,8;2,3;2,3;16,2;28,1
2018-04-08T00:00;61;21,9;18,1;20,2;5,6;5,6;15,8;28,4
2018-04-09T00:00;53;24,7;19,1;22,2;0,8;0,8;24,7;40
2018-04-10T00:00;1;28,4;23,2;25,4;0;0;28,8;47,5
2018-04-11T00:00;61;29,9;21;25,1;4,6;4,6;28,8;61,9
2018-04-12T00:00;63;20,9;13,4;17,1;13,9;13,9;31,7;55,8
2018-04-13T00:00;3;17,5;10,2;14,3;0;0;18,9;31,7
2018-04-14T00:00;0;19,6;15,5;17,7;0;0;23,7;39,6
2018-04-15T00:00;2;22,3;16,6;19,3;0;0;21,6;37,1
2018-04-16T00:00;3;23,1;18,1;20,4;0;0;22,4;37,1
2018-04-17T00:00;3;24,6;20,2;21,9;0;0;21,2;35,6
2018-04-18T00:00;3;26,3;21,4;23;0;0;19,6;35,3
2018-04-19T00:00;1;25,5;21,1;22,9;0;0;20,9;35,3
2018-04-20T00:00;65;23;20,9;21,8;23,6;23,6;22,7;41,8
2018-04-21T00:00;51;23,7;19;20,9;0,8;0,8;14,6;27,7
2018-04-22T00:00;53;24,7;19;21,4;1,4;1,4;12,7;26,6
2018-04-23T00:00;55;23,2;18,1;20,3;1,5;1,5;23,7;40,7
2018-04-24T00:00;51;21,3;17,3;19,5;1,1;1,1;28,1;50,4
2018-04-25T00:00;53;25;19,2;21,7;1,8;1,8;11,8;23,8
2018-04-26T00:00;2;25,2;20,8;22,9;0;0;22,9;41,4
2018-04-27T00:00;63;25;20,1;23,1;4,9;4,9;25,4;42,1
2018-04-28T00:00;61;22,7;18,6;20,5;1,9;1,9;25;45
2018-04-29T00:00;65;21,4;18,1;20,3;49,8;49,8;22;38,2
2018-04-30T00:00;51;20;15,4;18,3;1;1;28,4;50,4
2018-05-01T00:00;63;17,9;13,3;15,9;7,1;7,1;27;45,4
2018-05-02T00:00;61;18,9;16,9;17,7;3,6;3,6;27,8;47,9
2018-05-03T00:00;3;21,4;14,6;17,6;0;0;14,1;29,5
2018-05-04T00:00;63;19,6;17,8;18,4;16,3;16,3;21,3;36,4
2018-05-05T00:00;51;20,3;17,6;18,9;0,9;0,9;26,9;45
2018-05-06T00:00;3;20,8;17,7;19,2;0;0;24,7;41,8
2018-05-07T00:00;51;21,7;18,2;20,3;0,2;0,2;24,2;42,1
2018-05-08T00:00;65;20,6;18,5;19,4;44,8;44,8;19,2;32
2018-05-09T00:00;51;21,9;17,7;19,3;0,2;0,2;10,9;20,5
2018-05-10T00:00;65;19,7;17,4;18,7;44,2;44,2;31,6;55,1
2018-05-11T00:00;65;19,5;14,6;17;51,3;51,3;31,3;55,8
2018-05-12T00:00;2;20,2;11;15,2;0;0;15,1;28,1
2018-05-13T00:00;1;19,5;12,8;16,8;0;0;20,9;34,2
2018-05-14T00:00;51;19,9;16,2;17,8;0,1;0,1;24,6;41,4
2018-05-15T00:00;3;17,7;10,6;15,1;0;0;24,9;44,3
2018-05-16T00:00;3;14,3;8,6;11,1;0;0;17,9;30,2
2018-05-17T00:00;53;12,6;9,6;11,4;4,5;4,5;15,6;38,2
2018-05-18T00:00;53;16,8;7,5;12;1;1;17;31,3
2018-05-19T00:00;51;14;8,4;11,1;0,1;0,1;30;51,8
2018-05-20T00:00;3;15,6;7,2;11,5;0;0;15,4;26,6
2018-05-21T00:00;3;16,1;9,7;12,4;0;0;19,6;35,3
2018-05-22T00:00;1;15,5;5,7;10,1;0;0;20,5;36,4
2018-05-23T00:00;1;17,1;7,3;11,7;0;0;18,7;30,2
2018-05-24T00:00;1;17,5;8,4;13;0;0;16,7;27
2018-05-25T00:00;0;16,8;9,3;13,2;0;0;17,8;30,2
2018-05-26T00:00;1;17,4;11,5;14,5;0;0;19,1;34,6
2018-05-27T00:00;3;19,8;14;16,6;0;0;14,4;24,5
2018-05-28T00:00;63;22,2;17,1;19,4;15,7;15,7;34,6;65,5
2018-05-29T00:00;55;22,6;18,4;20,2;3,3;3,3;35;58
2018-05-30T00:00;63;20;13,1;15,6;26,3;26,3;23,2;52,2
2018-05-31T00:00;55;13,4;10,5;11,5;5,6;5,6;25,8;43,6
2018-06-01T00:00;51;11,8;8,1;9,7;0,2;0,2;27,7;47,2
2018-06-02T00:00;3;11,3;5,2;8,1;0;0;24,6;43,9
2018-06-03T00:00;3;11,7;4,7;8,2;0;0;13,1;23,8
2018-06-04T00:00;53;12,5;8,4;10;2,7;2,7;13,8;23
2018-06-05T00:00;3;11,4;5,4;8,1;0;0;14,5;27
2018-06-06T00:00;3;14,8;8,2;10,8;0;0;27,8;48,6
2018-06-07T00:00;1;11,9;6;8,9;0;0;26,9;49,3
2018-06-08T00:00;1;14,6;4,7;9,2;0;0;23,9;43,2
2018-06-09T00:00;3;14,6;8,6;11,7;0;0;20;33,5
2018-06-10T00:00;53;17,8;13,1;14,8;1,9;1,9;20,6;33,8
2018-06-11T00:00;51;14,5;11,5;12,9;0,5;0,5;25,2;43,9
2018-06-12T00:00;63;12,2;6,6;10,2;10,4;10,4;39,7;69,1
2018-06-13T00:00;51;10;5,4;7,9;0,7;0,7;35,5;59,8
2018-06-14T00:00;2;9,8;4,4;6,7;0;0;19,3;35,3
2018-06-15T00:00;1;10;2,1;5,8;0;0;13,5;22,3
2018-06-16T00:00;1;10;3,2;7;0;0;17,4;28,8
2018-06-17T00:00;0;12,7;5,4;8,8;0;0;19,8;36,4
2018-06-18T00:00;1;14,4;6,8;10,4;0;0;22;35,6
2018-06-19T00:00;1;16,4;8,2;11,8;0;0;21,9;39,2
2018-06-20T00:00;51;17;7,1;13;0,1;0,1;23,6;37,4
2018-06-21T00:00;63;17,2;7,4;12,8;7;7;29,3;51,8
2018-06-22T00:00;3;14;4,5;9,6;0;0;23,1;41,4
2018-06-23T00:00;3;14,8;4,3;10,4;0;0;30,2;52,2
2018-06-24T00:00;1;7,2;-0,1;3,8;0;0;16,3;30,2
2018-06-25T00:00;1;12,4;3,2;7,1;0;0;20,8;37,1
2018-06-26T00:00;1;14,6;5,1;9,2;0;0;19,3;35,6
2018-06-27T00:00;1;16,3;7,4;11,2;0;0;24,1;41
2018-06-28T00:00;3;13,7;7,4;11;0;0;16,1;29,5
2018-06-29T00:00;51;15,1;8,4;11,9;0,7;0,7;11,6;22,3
2018-06-30T00:00;3;13;8,4;11,1;0;0;13,7;23,4
2018-07-01T00:00;61;16,1;12,1;13,8;3,4;3,4;12,6;29,2
2018-07-02T00:00;61;13,4;7,1;10,7;3,1;3,1;27,3;48,6
2018-07-03T00:00;3;9;2,8;6;0;0;19,7;33,1
2018-07-04T00:00;53;8,9;5,7;7,4;1,1;1,1;14,8;25,6
2018-07-05T00:00;3;10,5;9,1;9,7;0;0;25,6;45,7
2018-07-06T00:00;51;11,5;9,6;10,4;1,3;1,3;30,2;52,6
2018-07-07T00:00;53;11,7;9,9;11;5,6;5,6;29,2;49
2018-07-08T00:00;51;13;7,3;10,1;0,7;0,7;25,2;42,5
2018-07-09T00:00;3;10,7;6,4;8,3;0;0;13,4;25,9
2018-07-10T00:00;51;11,3;5,9;8,6;0,3;0,3;19,5;34,2
